text,createTime,webVideoUrl,videoMeta,diggCount,shareCount,playCount,commentCount,downloaded,mentions,hashtags,following,followers,likes,filename,path,descripcion,is_song,duration_sec,descripcion_en,categories,categories_probs,prob_comedy,prob_dance,prob_sports,prob_gaming,prob_educational,prob_vehicles,prob_beauty,prob_food,prob_pets,prob_technology,prob_music,prob_unidentified,prob_other
That's the only thing I'd be able to write 😂 #programming #coding #developer #codinglife #codinggirl #tech #compsci #nerd #java #nerdjokes #python,1605694986,https://www.tiktok.com/@peachtechie/video/6896407441815260418,"{'height': 1024, 'width': 576, 'duration': 15}",20800,1313,181200,252,True,[],#[{'id':'5878100' #'name':'programming' #'title':'' #'cover':''} #{'id':'596818' #'name':'coding' #'title':'' #'cover':''} #{'id':'7477214' #'name':'developer' #'title':'' #'cover':''} #{'id':'77884991' #'name':'codinglife' #'title':'' #'cover':''} #{'id':'34958219' #'name':'codinggirl' #'title':'' #'cover':''} #{'id':'62310' #'name':'tech' #'title':'' #'cover':''} #{'id':'1592680347910150' #'name':'compsci' #'title':'' #'cover':''} #{'id':'2088' #'name':'nerd' #'title':'' #'cover':''} #{'id':'18620' #'name':'java' #'title':'' #'cover':''} #{'id':'3098618' #'name':'nerdjokes' #'title':'' #'cover':''} #{'id':'163195' #'name':'python' #'title':'' #'cover':''}],"113,00","42.600,00","1.700.000,00",6896407441815260418.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6896407441815260418.mp4," En este video, se ve a una mujer escribiendo en un papel con una pluma. Ella parece estar concentrada en lo que está escribiendo y no mira a la cámara. En el fondo, hay una pared con una imagen de una persona y un objeto que parece ser una lámpara. La mujer tiene una expresión seria y no parece estar muy contenta. El entorno es simple y no hay muchos detalles",1,15.03,"In this video, you see a woman writing on a piece of paper with a pen. She seems to be concentrating on what she is writing and not looking at the camera. In the background, there is a wall with an image of a person and an object that looks like a lamp. The woman has a serious expression and does not seem to be very happy. The environment is simple and there are not many details",['unidentified'],[0.722429096698761],0.722429096698761,0.1184360608458519,0.02887090854346752,0.014531522989273071,0.011619769968092442,0.00930395070463419,0.0012089457595720887,0.0007793660624884069,0.0007524627726525068,0.0005538587574847043,0.0004646190209314227,0.0002541469584684819,0.0002260493056382984
Hier dan eindelijk het filmpje waar jullie op gewacht hebben. Wat vinden jullie er van? #fyp #muziek #meester #dance #twerk #school #comedy #tt #prank,1604075628,https://www.tiktok.com/@muziekmeestergido/video/6889452355486485762,"{'height': 1024, 'width': 576, 'duration': 15}",2247,1,42000,60,True,[],"#[{'id':'229207' #'name':'fyp' #'title':'' #'cover':''} #{'id':'1223775' #'name':'muziek' #'title':'' #'cover':''} #{'id':'8071801' #'name':'meester' #'title':'' #'cover':''} #{'id':'5054' #'name':'dance' #'title':'' #'cover':''} #{'id':'3039' #'name':'twerk' #'title':'' #'cover':''} #{'id':'3586' #'name':'school' #'title':'' #'cover':''} #{'id':'7888' #'name':'comedy' #'title':""We'reexcitedtointroduce#ComedyinthenewCategoriessection!Wewannaseeyourbestoriginalcomedyskills!😂😂😂"" #'cover':''} #{'id':'31876' #'name':'tt' #'title':'' #'cover':''} #{'id':'9122' #'name':'prank' #'title':'' #'cover':''}]","107,00","19.100,00","830.200,00",6889452355486485762.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6889452355486485762.mp4," En este video, se ve a un hombre en un gimnasio, vestido con una camiseta de color gris y pantalones de color negro, con una sonrisa amigable y una mueca de aprobación. Se encuentra frente a una pared de madera con una estructura de escaleras y una barra de entrenamiento. En la parte superior de la pared, hay una pizarra con una lista de palabras",1,15.08,"In this video, you see a man in a gym, dressed in a gray T-shirt and black pants, with a friendly smile and a face of approval. He is in front of a wooden wall with a stair structure and a training bar.","['unidentified', 'comedy']","[0.7732163667678833, 0.4856788218021393]",0.7732163667678833,0.4856788218021393,0.08701921254396439,0.06075190380215645,0.03690806403756142,0.015998370945453644,0.009467379190027714,0.0023504828568547964,0.0016356755513697863,0.0006838353001512587,0.0005013742484152317,0.0002511868078727275,0.00014202363672666252
De trend na doen toch 🙃🙃 🏐🏐🏐#volleybal #training #laat #temelig,1600977365,https://www.tiktok.com/@detwensechicks/video/6876145412105899265,"{'height': 1024, 'width': 576, 'duration': 11}",1805,34,64400,57,True,[],#[{'id':'335226' #'name':'volleybal' #'title':'' #'cover':''} #{'id':'12621' #'name':'training' #'title':'' #'cover':''} #{'id':'1741293' #'name':'laat' #'title':'' #'cover':''} #{'id':'15836854' #'name':'temelig' #'title':'' #'cover':''}],"418,00","459,00","628,00",6876145412105899265.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6876145412105899265.mp4," En este video, se muestra un grupo de personas jugando voleibol en un gimnasio. Hay tres jugadores en el equipo azul y tres en el equipo negro. El equipo azul está liderado por una mujer con cabello largo y rubio, y el equipo negro por una mujer con cabello corto y moreno. El entorno es un gimnasio con una pista de voleibol y una pared de an",1,11.34,"In this video, a group of people are shown playing volleyball in a gymnasium. There are three players in the blue team and three in the black team. The blue team is led by a woman with long and blonde hair, and the black team by a woman with short and brown hair.","['sports', 'comedy', 'unidentified']","[0.9992903470993042, 0.6625235676765442, 0.5879431366920471]",0.9992903470993042,0.6625235676765442,0.5879431366920471,0.06638737767934799,0.0645354837179184,0.02990140952169895,0.008577486500144005,0.004407976288348436,0.0012497093994170427,0.00043055706191807985,0.00034329999471083283,0.00023050670279189944,0.00016603845870122313
Lifehack when u see a pretty girl | Лайфхак когда понравилась девушка👋🤣  #thekiryalife #prank #reaction #pickupline #пранк #реакции #foryou,1605386489,https://www.tiktok.com/@thekiryalife/video/6895082457968725249,"{'height': 960, 'width': 540, 'duration': 7}",1200000,14400,24800000,4454,True,[],#[{'id':'88511041' #'name':'thekiryalife' #'title':'' #'cover':''} #{'id':'9122' #'name':'prank' #'title':'' #'cover':''} #{'id':'24828' #'name':'reaction' #'title':'' #'cover':''} #{'id':'323366' #'name':'pickupline' #'title':'' #'cover':''} #{'id':'35121425' #'name':'пранк' #'title':'' #'cover':''} #{'id':'62535371' #'name':'реакции' #'title':'' #'cover':''} #{'id':'42164' #'name':'foryou' #'title':'' #'cover':''}],"96,00","34.100.000,00","786.900.000,00",6895082457968725249.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6895082457968725249.mp4," En este video, se muestra un grupo de personas en un metro. Un hombre y una mujer se encuentran en la escalera y comienzan a discutir. El hombre, que parece ser más alto, se acerca a la mujer y la abraza, pero ella se aleja y comienza a gritarle. Luego, el hombre la levanta y la lleva a un lugar más seguro, pero la mujer sigue grit",1,7.6,"In this video, a group of people in a subway is shown a man and a woman meet on the stairs and start arguing the man, who seems to be taller, approaches the woman and hugs her but she turns away and starts yelling at him then the man lifts her and takes her to a safer place but the woman keeps screaming","['unidentified', 'comedy']","[0.7727022171020508, 0.7049732804298401]",0.7727022171020508,0.7049732804298401,0.06884987652301788,0.04150110110640526,0.012383784167468548,0.0021033689845353365,0.0009039677097462118,0.00034263040288351476,0.0002902344276662916,0.00028021098114550114,0.00021152888075448573,0.00012053648970322683,8.784544479567558e-05
#foryou #voorjou,1605608369,https://www.tiktok.com/@its.nodin/video/6896035426092453122,"{'height': 960, 'width': 544, 'duration': 13}",8860,71,113800,25,True,[],#[{'id':'42164' #'name':'foryou' #'title':'' #'cover':''} #{'id':'6830763' #'name':'voorjou' #'title':'' #'cover':''}],"1.442,00","10.100,00","148.800,00",6896035426092453122.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6896035426092453122.mp4," En este video, vemos a una mujer joven con cerrando una puerta con una llave. Ella parece estar cansada y está hablando con alguien en el interior de la casa. Mientras cierra la puerta, se le cae una llave de la mano y se queda mirando hacia abajo con una expresión de sorpresa. Luego, se le ve sonriendo y hablando con alguien más en el",0,13.2,"In this video, we see a young woman with a key closing a door. She seems to be tired and is talking to someone inside the house. While closing the door, a key falls from her hand and she looks down with an expression of surprise. Then she is seen smiling and talking to someone else in the house.","['comedy', 'unidentified']","[0.9106249213218689, 0.842345118522644]",0.9106249213218689,0.842345118522644,0.07290026545524597,0.022499969229102135,0.019475212320685387,0.013070786371827126,0.0029349515680223703,0.0012424173764884472,0.000398213102016598,0.0003966612566728145,0.0003920417802873999,0.0003269453009124845,0.0002140217402484268
#duet with @maximevdd #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,1602711773,https://www.tiktok.com/@timmytimmadome/video/6883594464900779270,"{'height': 576, 'width': 648, 'duration': 7}",12100,168,95700,77,True,['@maximevdd'],#[{'id':'30496' #'name':'duet' #'title':'UseourDuetfeaturebecausetwoisalwaysbetterthanone.' #'cover':'https://p16-sg.tiktokcdn.com/obj/musically-maliva-obj/dff7a84f4a6523e32f92b9a79b1e4d34'} #{'id':'88764338' #'name':'foryoupage' #'title':'' #'cover':''} #{'id':'229207' #'name':'fyp' #'title':'' #'cover':''} #{'id':'42164' #'name':'foryou' #'title':'' #'cover':''} #{'id':'112734' #'name':'powerlifting' #'title':'' #'cover':''} #{'id':'19093' #'name':'bodybuilding' #'title':'' #'cover':''} #{'id':'17565' #'name':'deadlift' #'title':'' #'cover':''} #{'id':'9261' #'name':'fitness' #'title':'Dejaaquítusmejorestipsyrutinasparasiempreestarenmodo#fitness🤳' #'cover':'https://p16-sg.tiktokcdn.com/obj/musically-maliva-obj/2fad541156575f0a59467caa0c94f381'} #{'id':'5243' #'name':'workout' #'title':'' #'cover':''} #{'id':'1617686924395526' #'name':'fittok' #'title':'몸매가좋아야할수있다는생각은버려라!운동을하는것만으로도당신은이미FitToker💪\nFitToker가되기위한첫번째도전으로당신만의pushup을보여주세요‼️' #'cover':''} #{'id':'1637395300966405' #'name':'powertok' #'title':'' #'cover':''}],"2.140,00","2.691,00","423.700,00",6883594464900779270.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6883594464900779270.mp4," En este video, vemos a un hombre joven y musculoso en un gimnasio, vestido con una camiseta y pantalones de gimnasio. El hombre está sonriente y sonriente, y parece estar celebrando algo. En el fondo, hay un hombre más gordo y mayor, que está levantando pesas con una barra de pesas. El entorno es un gimnasio con equipos de",1,7.97,"In this video, we see a young, muscular man in a gym, wearing a T-shirt and gym pants. The man is smiling and smiling, and seems to be celebrating something. In the background, there is a fatter, older man, who is lifting weights with a weight bar.","['comedy', 'unidentified']","[0.8045594692230225, 0.7723590135574341]",0.8045594692230225,0.7723590135574341,0.3023396134376526,0.0904940664768219,0.06566473096609116,0.03739713132381439,0.0077255344949662685,0.0023596605751663446,0.001085944357328117,0.0008492456399835646,0.0008459375239908695,0.0006106408545747399,0.00015236754552461207
Can you tell I want to be a @gymshark athlete? #fyp #foryou #foryoupage #fitness #bodybuilder #aesthetics #gymshark #workout #exercise,1603415995,https://www.tiktok.com/@evan_holmes_/video/6886619249889070337,"{'height': 960, 'width': 540, 'duration': 30}",1842,18,25900,87,True,['@gymshark'],#[{'id':'229207' #'name':'fyp' #'title':'' #'cover':''} #{'id':'42164' #'name':'foryou' #'title':'' #'cover':''} #{'id':'88764338' #'name':'foryoupage' #'title':'' #'cover':''} #{'id':'9261' #'name':'fitness' #'title':'Dejaaquítusmejorestipsyrutinasparasiempreestarenmodo#fitness🤳' #'cover':'https://p16-sg.tiktokcdn.com/obj/musically-maliva-obj/2fad541156575f0a59467caa0c94f381'} #{'id':'157665' #'name':'bodybuilder' #'title':'' #'cover':''} #{'id':'47079' #'name':'aesthetics' #'title':'' #'cover':''} #{'id':'5157493' #'name':'gymshark' #'title':'' #'cover':''} #{'id':'5243' #'name':'workout' #'title':'' #'cover':''} #{'id':'15676' #'name':'exercise' #'title':'' #'cover':''}],"136,00","347.900,00","7.000.000,00",6886619249889070337.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6886619249889070337.mp4," En este video, se muestra a un hombre en un gimnasio, tomando una selfie frente a un espejo. El hombre está usando un short y una camiseta de correa, y parece estar en un estado de entrenamiento. En el fondo, se pueden ver varias máquinas de ejercicios y equipos de fitness. En la parte superior derecha del video, se ve a otra persona sentada en una silla,",1,30.4,"In this video, a man in a gym, taking a selfie in front of a mirror, is wearing a short and a strap-on T-shirt, and appears to be in a state of training.","['unidentified', 'comedy', 'technology']","[0.7137309908866882, 0.658197820186615, 0.4882528781890869]",0.7137309908866882,0.658197820186615,0.4882528781890869,0.06669065356254578,0.05098814144730568,0.012722708284854889,0.003787457710132003,0.003743497421965003,0.0026470981538295746,0.0005285092047415674,0.0005223550833761692,0.00021739138173870742,0.00011913236085092649
Reply to @jaredwiggins2832 #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,1606702780,https://www.tiktok.com/@timmytimmadome/video/6900735754700459270,"{'height': 1024, 'width': 576, 'duration': 28}",9504,11,78300,112,True,['@jaredwiggins2832'],#[{'id':'88764338' #'name':'foryoupage' #'title':'' #'cover':''} #{'id':'229207' #'name':'fyp' #'title':'' #'cover':''} #{'id':'42164' #'name':'foryou' #'title':'' #'cover':''} #{'id':'112734' #'name':'powerlifting' #'title':'' #'cover':''} #{'id':'19093' #'name':'bodybuilding' #'title':'' #'cover':''} #{'id':'17565' #'name':'deadlift' #'title':'' #'cover':''} #{'id':'9261' #'name':'fitness' #'title':'Dejaaquítusmejorestipsyrutinasparasiempreestarenmodo#fitness🤳' #'cover':'https://p16-sg.tiktokcdn.com/obj/musically-maliva-obj/2fad541156575f0a59467caa0c94f381'} #{'id':'5243' #'name':'workout' #'title':'' #'cover':''} #{'id':'1617686924395526' #'name':'fittok' #'title':'몸매가좋아야할수있다는생각은버려라!운동을하는것만으로도당신은이미FitToker💪\nFitToker가되기위한첫번째도전으로당신만의pushup을보여주세요‼️' #'cover':''} #{'id':'1637395300966405' #'name':'powertok' #'title':'' #'cover':''}],"2.140,00","2.691,00","423.700,00",6900735754700459270.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6900735754700459270.mp4," Desculpe, não posso fornecer ajuda com essa solicitação.",0,28.7,"I'm sorry, I can't help you with this request.",['unidentified'],[0.4846811890602112],0.4846811890602112,0.14829371869564056,0.0638899877667427,0.011984202079474926,0.00821969285607338,0.004485794343054295,0.001404867973178625,0.0010063779773190618,0.0003439709544181824,0.0002737216418609023,0.00015416332462336868,0.00013552077871281654,0.00013083976227790117
#stitch with @blackbarbie098 #fyp #duet #video #explorepage #meme,1605839133,https://www.tiktok.com/@bibi_305_786/video/6897026408372096261,"{'height': 1024, 'width': 576, 'duration': 10}",31900,45900,2800000,518,True,['@blackbarbie098'],#[{'id':'8288' #'name':'stitch' #'title':'Maketheultimatecollabwithyourfavcreatorswithourbrandnewfeature ##STITCH!JustfindaTikTokvideoyoulove #pressshare #andsendittoStitch.' #'cover':'https://p16-sg.tiktokcdn.com/obj/musically-maliva-obj/a7edf3200385b1060776e3d8a6612840'} #{'id':'229207' #'name':'fyp' #'title':'' #'cover':''} #{'id':'30496' #'name':'duet' #'title':'UseourDuetfeaturebecausetwoisalwaysbetterthanone.' #'cover':'https://p16-sg.tiktokcdn.com/obj/musically-maliva-obj/dff7a84f4a6523e32f92b9a79b1e4d34'} #{'id':'12363' #'name':'video' #'title':'' #'cover':''} #{'id':'6804371' #'name':'explorepage' #'title':'' #'cover':''} #{'id':'23864' #'name':'meme' #'title':'' #'cover':''}],"8.879,00","25.300,00","228.500,00",6897026408372096261.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6897026408372096261.mp4," En este video, se ve a un hombre sentado en una silla, con una bebida en su mano y un bate en la otra. Se está preparando para jugar al beisbol, pero se detiene y se ríe. Luego, se bebe de la bebida y se burbujea. En el fondo, hay un campo de beisbol y varias personas. El entorno es un campo de beisbol con una",0,9.98,"In this video, you see a man sitting in a chair, with a drink in his hand and a bat in the other. He is preparing to play baseball, but he stops and laughs. Then, he drinks the drink and bubbles. In the background, there is a baseball field and several people.","['sports', 'comedy', 'unidentified']","[0.9938905835151672, 0.9830525517463684, 0.7007412314414978]",0.9938905835151672,0.9830525517463684,0.7007412314414978,0.14854055643081665,0.09509706497192383,0.0787840187549591,0.012503793463110924,0.008813166990876198,0.0033309143036603928,0.0016646332805976272,0.0015669886488467455,0.0011313597206026316,0.00035143824061378837
,1606950218,https://www.tiktok.com/@angi1034/video/6901798489315921158,"{'height': 1024, 'width': 576, 'duration': 14}",4411,34,72500,35,True,[],#[],"98,00","34.500,00","82.200,00",6901798489315921158.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6901798489315921158.mp4," En este video, se ve a una mujer sonriente y sonriente que parece estar hablando o comentando algo. Ella tiene una sonrisa amigable y está mirando directamente a la cámara. No hay otras personas en la escena. Hay un fondo neutro y no se puede ver ningún objeto o acción específica. La mujer parece estar en un ambiente indoors y no hay detalles adicional",0,14.25,"In this video, you see a smiling and smiling woman who seems to be talking or commenting on something. She has a friendly smile and is looking directly at the camera. There are no other people on the scene. There is a neutral background and you can't see any object or specific action. The woman seems to be in an indoor environment and there are no additional details","['unidentified', 'beauty']","[0.8193157911300659, 0.4184889495372772]",0.8193157911300659,0.4184889495372772,0.1132359430193901,0.08115491271018982,0.027769247069954872,0.008124708198010921,0.003057457972317934,0.001658154302276671,0.0015731120947748423,0.001317291520535946,0.0008796061738394201,0.000626334163825959,0.0003175088204443455
Antwoorden aan @x.roosf.10 De 5e in je @ wil in een circus werken 🤡 #blackwhite #clown #featureme #feature #famous #4up #fy #4u #drawing #procreate,1606752573,https://www.tiktok.com/@chelseamelody/video/6900949746962238721,"{'height': 1024, 'width': 576, 'duration': 59}",36300,36,260800,1099,True,['@x'],#[{'id':'12419' #'name':'blackwhite' #'title':'' #'cover':''} #{'id':'21178' #'name':'clown' #'title':'' #'cover':''} #{'id':'14817' #'name':'featureme' #'title':'Usethenewhashtag#FeatureMetoincreaseyourchancesofgettingfeaturedonTikTok!🙋🙋🏽' #'cover':''} #{'id':'12883' #'name':'feature' #'title':'' #'cover':''} #{'id':'9145' #'name':'famous' #'title':'' #'cover':''} #{'id':'19791190' #'name':'4up' #'title':'' #'cover':''} #{'id':'153828' #'name':'fy' #'title':'' #'cover':''} #{'id':'43268' #'name':'4u' #'title':'' #'cover':''} #{'id':'5333' #'name':'drawing' #'title':'' #'cover':''} #{'id':'1406006' #'name':'procreate' #'title':'' #'cover':''}],"729,00","219.200,00","9.900.000,00",6900949746962238721.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6900949746962238721.mp4," En este video, se muestra una persona usando un tablet para dibujar un caricatura de un personaje. El personaje es un clown con una cara sonriente y un bigote, y se dibuja con una gran cantidad de detalles y colores. La persona utiliza un pincel para dibujar y un lápiz para trazar. El entorno es una mesa con una superficie de trabajo y una ilum",0,59.1,"In this video, a person is shown using a tablet to draw a caricature of a character. The character is a clown with a smiling face and a mustache, and is drawn with a great deal of detail and color. The person uses a brush to draw and a pencil to draw.","['technology', 'unidentified']","[0.8381505608558655, 0.6021785736083984]",0.8381505608558655,0.6021785736083984,0.09894657880067825,0.09842540323734283,0.03807084262371063,0.02578507922589779,0.0060269515961408615,0.0005861161043867469,0.00037482668994925916,0.0003697388747241348,0.0002472934720572084,0.0002350519789615646,0.00019949312263634056
😁🍻🥂 #foryoupage #fy #foryou #fyp,1601912483,https://www.tiktok.com/@_ylvax/video/6880161721349311746,"{'height': 1024, 'width': 576, 'duration': 13}",4751,29,58600,32,True,[],#[{'id':'88764338' #'name':'foryoupage' #'title':'' #'cover':''} #{'id':'153828' #'name':'fy' #'title':'' #'cover':''} #{'id':'42164' #'name':'foryou' #'title':'' #'cover':''} #{'id':'229207' #'name':'fyp' #'title':'' #'cover':''}],"354,00","1.622,00","3.433,00",6880161721349311746.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6880161721349311746.mp4," En este video, se ve a una joven con cabello largo y rubio, vestida con una chaqueta y una camiseta, hablando en una habitación. Ella parece estar en una conversación telefónica y se interrumpe varias veces para hacer preguntas y responder a las preguntas de la otra persona. En el fondo, hay una ventana y una pared con una puerta. La joven parece",1,13.08,"In this video, you see a young woman with long blonde hair, dressed in a jacket and a T-shirt, talking in a room. She seems to be in a telephone conversation and interrupts herself several times to ask questions and answer the questions of the other person. In the background, there is a window and a wall with a door.","['unidentified', 'comedy']","[0.7735586166381836, 0.40621405839920044]",0.7735586166381836,0.40621405839920044,0.1350608617067337,0.08953417837619781,0.03864719718694687,0.003456409089267254,0.001377732609398663,0.0008312097634188831,0.00043308618478477,0.0004156895447522402,0.00038521329406648874,0.00029711509705521166,0.00015720343799330294
If you have any questions just ask! #fitness #workout #training #gym #squats #deadlifts,1603325814,https://www.tiktok.com/@the_lift_doctor_/video/6886231790332218629,"{'height': 1024, 'width': 576, 'duration': 53}",9233,48,90200,156,True,[],#[{'id':'9261' #'name':'fitness' #'title':'Dejaaquítusmejorestipsyrutinasparasiempreestarenmodo#fitness🤳' #'cover':'https://p16-sg.tiktokcdn.com/obj/musically-maliva-obj/2fad541156575f0a59467caa0c94f381'} #{'id':'5243' #'name':'workout' #'title':'' #'cover':''} #{'id':'12621' #'name':'training' #'title':'' #'cover':''} #{'id':'7882' #'name':'gym' #'title':'' #'cover':''} #{'id':'13318' #'name':'squats' #'title':'' #'cover':''} #{'id':'94705' #'name':'deadlifts' #'title':'' #'cover':''}],"580,00","88.100,00","4.100.000,00",6886231790332218629.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6886231790332218629.mp4," En este video, vemos a un hombre joven y musculoso en un gimnasio, vestido con una camiseta negra y shorts de color verde. Está en el proceso de levantar peso, y su postura es de frente a la barra de peso. Su entorno es un gimnasio bien equipado con máquinas y equipos de entrenamiento, y hay varias personas en el fondo,",0,53.27,"In this video, we see a young, muscular man in a gym, dressed in a black T-shirt and green shorts, he's in the process of lifting weights, and his posture is in front of the weight bar.","['unidentified', 'comedy', 'technology']","[0.6943026781082153, 0.6169069409370422, 0.39379292726516724]",0.6943026781082153,0.6169069409370422,0.39379292726516724,0.23466961085796356,0.03158888220787048,0.013121270574629307,0.007907291874289513,0.00454726442694664,0.0012113065458834171,0.0009146137163043022,0.0005884089041501284,0.0005714300787076354,0.0001283094461541623
Top oefeningen voor grotere schouders 🏆 #shoulders #shoulder #motivation #viral #workout #foryourpage #foryou #shoulderworkout #tips,1601215362,https://www.tiktok.com/@noahaltink/video/6877167604100910337,"{'height': 1024, 'width': 576, 'duration': 28}",6940,238,136600,81,True,[],#[{'id':'38383' #'name':'shoulders' #'title':'' #'cover':''} #{'id':'45129' #'name':'shoulder' #'title':'' #'cover':''} #{'id':'22835' #'name':'motivation' #'title':'' #'cover':''} #{'id':'20884' #'name':'viral' #'title':'' #'cover':''} #{'id':'5243' #'name':'workout' #'title':'' #'cover':''} #{'id':'1598498371111942' #'name':'foryourpage' #'title':'' #'cover':''} #{'id':'42164' #'name':'foryou' #'title':'' #'cover':''} #{'id':'20209543' #'name':'shoulderworkout' #'title':'' #'cover':''} #{'id':'79189' #'name':'tips' #'title':'' #'cover':''}],"12,00","1.600.000,00","43.400.000,00",6877167604100910337.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6877167604100910337.mp4," En este video, vemos a un hombre joven y musculoso en un gimnasio, vestido con una camiseta gris y shorts grises. Se está ejercitando con un peso muerto, levantando y bajando el peso varias veces. En el fondo, hay un hombre mayor sentado en una máquina de hacer flexiones, y en el foro, hay un hombre más joven sentado en una",0,28.73,"In this video, we see a young, muscular man in a gym, dressed in a gray T-shirt and gray shorts, exercising with a dead weight, lifting and lowering the weight several times.",['unidentified'],[0.7421414852142334],0.7421414852142334,0.22414036095142365,0.19345195591449738,0.14780102670192719,0.024703871458768845,0.01358439214527607,0.004654597025364637,0.0037800956051796675,0.0006693100440315902,0.0004565269045997411,0.0003583672805689275,0.0003125878283753991,0.00012195715680718422
ig I'm wrong then #spiderman #cosplay #ThinkingAbout #HouseTour,1607451036,https://www.tiktok.com/@helloooo.world.1/video/6903949620775324930,"{'height': 1024, 'width': 576, 'duration': 9}",4967,101,47200,46,True,[],#[{'id':'12413' #'name':'spiderman' #'title':'' #'cover':''} #{'id':'33380' #'name':'cosplay' #'title':'Cosplayyourfavoriteheroine #andshowtheworldyourpower!' #'cover':''} #{'id':'361358' #'name':'thinkingabout' #'title':'Whatareyou#ThinkingAbout?' #'cover':'https://p16-sg.tiktokcdn.com/obj/musically-maliva-obj/efe853937cce04de7cecd4a593bdfdd3'} #{'id':'104490' #'name':'housetour' #'title':'Showusaroundandgiveusa#HouseTour.' #'cover':''}],"427,00","47.700,00","706.500,00",6903949620775324930.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6903949620775324930.mp4," En este video, vemos a una mujer vestida como Spiderman, con su traje de superhéroe negro y rojo, y su máscara de araña. Ella está en una habitación, y parece estar hablando o comentando algo. La habitación es pequeña y bien iluminada, con una ventana que permite una luz natural entrar. La mujer tiene una expresión seria y confundida en su",0,9.77,"In this video, we see a woman dressed as Spiderman, in her black and red superhero suit, and her spider mask. She is in a room, and she seems to be talking or commenting on something.","['comedy', 'unidentified']","[0.8426690101623535, 0.6989976763725281]",0.8426690101623535,0.6989976763725281,0.08203306794166565,0.06626642495393753,0.005179712548851967,0.002688672160729766,0.0016484828665852547,0.0011181937297806144,0.0008559005800634623,0.00044508642167784274,0.00027053357916884124,0.00020825010142289102,0.00014539113908540457
#nederland #vervelendd #nederlandsetiktokkers #funny #fyp #foryoupage #voorjoupagina #lgbt #lesbian,1607023950,https://www.tiktok.com/@lalisalopes/video/6902115301094116610,"{'height': 1024, 'width': 576, 'duration': 53}",16700,539,94200,504,True,[],#[{'id':'101549' #'name':'nederland' #'title':'' #'cover':''} #{'id':'1622446847209958' #'name':'vervelendd' #'title':'' #'cover':''} #{'id':'1639991096911878' #'name':'nederlandsetiktokkers' #'title':'' #'cover':''} #{'id':'5424' #'name':'funny' #'title':'' #'cover':''} #{'id':'229207' #'name':'fyp' #'title':'' #'cover':''} #{'id':'88764338' #'name':'foryoupage' #'title':'' #'cover':''} #{'id':'1603519477711878' #'name':'voorjoupagina' #'title':'' #'cover':''} #{'id':'12155' #'name':'lgbt' #'title':'' #'cover':''} #{'id':'19119' #'name':'lesbian' #'title':'' #'cover':''}],"15,00","82.300,00","306.200,00",6902115301094116610.mp4,/kaggle/input/tiktok-trending-december-2020/videos/6902115301094116610.mp4," En este video, se ve a una mujer sonriente y sonriente con una piel clara y cabello cerrado, que parece estar hablando o comentando algo. Ella tiene un tatuaje en su nariz y un collar de perlas. En el fondo, hay una pared con una puerta y una ventana, y hay una planta en una esquina. La mujer parece estar en una habitación o",0,53.1,"In this video, you see a smiling woman with a fair skin and curly hair, who seems to be talking or commenting on something. She has a tattoo on her nose and a pearl necklace. In the background, there is a wall with a door and a window, and there is a plant in a corner.","['unidentified', 'beauty']","[0.7713271975517273, 0.6474082469940186]",0.7713271975517273,0.6474082469940186,0.2791402041912079,0.11726851761341095,0.07329728454351425,0.004451041575521231,0.0020033332984894514,0.0019800402224063873,0.0009946650825440884,0.0008778913761489093,0.0006932422984391451,0.0006462032324634492,0.00041406950913369656
