video_name,transcription,is_song,duration_sec,author_id,followers,following,account_creation,video_creation,likes,comments,shares,engagement_rate,viral,descripcion,descripcion_ingles,categories,categories_probs
6889466576051932421.mp4,yo whats up pussies guys you power lifters are a fucking different breed i literally just saw a guy before he went on the bench literally just drink straight honey straight fucking honey rice swear to god you power lifters are fucking dumb dude.,0,12.9,user_00042,10204,6646,11/8/24,12/8/24,519,61,45,6.125049,1," vemos a un hombre joven con una camisa de color grisal y una gorra de color grisal, que parece estar en un ambiente doméstico. El hombre está tomando un sorbo de una botella de miel, que tiene una etiqueta que indica que es de ""Miel de Abeja"" y que es de 5000 ml. La miel parece ser de color am","We see a young man in a gray shirt and a gray hat, who seems to be in a domestic environment.",[unidentified],[0.7517392635345459]
6883094233935252737.mp4,"what the fuck are you! im shonnie, this is my family and we are from holland..",1,8.47,user_00001,47694,2488,5/30/20,1/2/21,2477,317,112,6.093009603,1," se muestra a un joven con cocinando en una cocina. El joven está usando una cuchara para cortar una papas fritas y un cuchillo para cortar una carne. Hay varias papas fritas y una carne en la mesa. El joven está usando gafas oscuras y una camisa de cocina. En el fondo, se puede ver una chimene","The picture shows a young man cooking in a kitchen. The young man is using a spoon to cut a fries and a knife to cut a meat. There are several fries and a meat on the table. The young man is wearing dark glasses and a cooking shirt. In the background, you can see a chimney","[unidentified, food, comedy]","[0.7158711552619934, 0.7110297679901123, 0.47976261377334595]"
6880122437594270978.mp4,YEAH,1,54.23,user_00056,93941,2234,5/24/24,7/10/24,4755,506,380,6.004832821,1," se muestra a un hombre en una cocina, preparando un guacamole. El hombre, que lleva una camisa blanca y gafas de sol, se está concentrando en la tarea y usa un tenedor para mezclar ingredientes en un recipiente. En la mesa, hay un plato con tortillas y otro con guacamole, y también hay una cucharadita de sal y un recip","The man, wearing a white shirt and sunglasses, is concentrating on the task and using a fork to mix ingredients in a container.","[unidentified, food]","[0.8571115732192993, 0.7295679450035095]"
6877869447999245569.mp4,i.,1,15.77,user_00146,4465,3983,6/4/23,4/5/25,231,29,8,6.002239642,1," se muestra un hombre en un gimnasio, trabajando en su entrenamiento. El hombre está sentado en una máquina de pesas, con su espalda hacia la cámara, y parece estar concentrado en su ejercicio. En el fondo, se puede ver a otros usuarios del gimnasio, trabajando en sus respectivas máquinas. El entorno es un gimnasio bien","The man is sitting on a weight machine, with his back to the camera, and seems to be concentrating on his exercise. In the background, you can see other users of the gym, working on their respective machines.",[unidentified],[0.8542778491973877]
6899346784921849090.mp4,papalubila parneya na manila rajagupalubila anayuopalarina papalubila parneya na manila rajagupalubila anayuopalarina.,1,14.8,user_00194,4597,9365,5/6/21,7/8/24,259,9,3,5.89514901,1," vemos a dos personas en un espacio público, posiblemente un centro comercial o unido, que parecen estar en una competencia de baile o un espectáculo de danza. Ambos están vestidos con ropa de color rojo y azul, con camisetas blancas y pantalones de color rojo. El hombre en el lado derecho lleva una mochila de color rojo y el otro lleva una","We see two people in a public space, possibly a shopping centre or a concert hall, who appear to be in a dance competition or a dance show.","[dance, unidentified]","[0.9607312679290771, 0.8873022794723511]"
6882342986634595586.mp4,"you tell me love on your head, my head.",1,7.37,user_00155,74105,969,7/19/24,2/2/25,3869,261,218,5.867350381,1," Desculpe, não posso fornecer ajuda com essa solicitação.","Im sorry, I cant help you with this request.",[unidentified],[0.4846811890602112]
6883928153727831297.mp4,nobody likes me everybody hates me they want me to go eat some worms track my name through the mud through the dark part im gonna make you eat joe.,1,8.03,user_00111,12579,4810,7/29/25,11/3/25,601,85,52,5.866921059,1," vemos a una joven en un baño, con una toalla en la cabeza y una toalla en el cabello. Ella está usando un chupete y se está limpiando los dientes con un chupete azul. Ella tiene una expresión de preocupación en su rostro y parece estar pensando en algo. En el fondo, hay una ducha y una taza de c","We see a young woman in a bathroom, with a towel on her head and a towel in her hair. She is wearing a pacifier and is brushing her teeth with a blue pacifier. She has a worried expression on her face and seems to be thinking about something. In the background, there is a shower and a cup of c","[comedy, unidentified]","[0.8003020882606506, 0.6964230537414551]"
6877606750900538626.mp4,i just did a bad thing i regret the thing i did and youre wondering what it is ill tell you what i did.,1,13.88,user_00136,7140,2063,4/10/24,5/23/25,364,44,5,5.784313725,1," vemos a una mujer joven con cocinando en una cocina. Ella está usando una cuchara para agregar algo a una sartén y luego agrega un líquido de un recipiente. Luego, se rasa el cabello y se frota la cabeza con la cuchara. La cocina es bien iluminada y hay una ventana detrás de ella. La mujer pare",We see a young woman cooking in a kitchen. She is using a spoon to add something to a casserole and then adds a liquid from a container. Then she shaves her hair and rubs her head with the spoon. The kitchen is well lit and there is a window behind her.,"[food, unidentified, comedy]","[0.795340359210968, 0.7900447845458984, 0.6893056035041809]"
6880986381309562118.mp4,im a bull of that you only living like a bro im a chain that youre a burden that youre a burden.,1,17.83,user_00138,21587,4985,8/18/24,9/11/25,1054,137,54,5.767359985,1," se muestra a un grupo de personas dentro de un vehículo, que parece ser un camión o un vehículo de servicio. Dos de los conductores están sentados en el asiento del conductor y el tercero en el asiento del pasajero. Todos están sonriendo y se dirigen a la cámara con una sonrisa. El entorno es interno del vehículo, con asientos de conducción",The vehicle is a vehicle with two drivers sitting in the drivers seat and a third in the passengers seat. Everyone is smiling and is heading towards the camera with a smile.,"[vehicles, unidentified, comedy]","[0.9899476170539856, 0.761094868183136, 0.7154239416122437]"
6906841661821717762.mp4,the city of new york is a city of new york.,0,59.6,user_00084,134413,2383,10/17/18,3/15/20,6706,902,139,5.763579416,1," Desculpe, mas não posso ajudar com essa solicitação.","Im sorry, but I cant help you with this request.",[unidentified],[0.4598037302494049]
6882870430625975557.mp4,hey baddest hey baddest niggas know i had to swing i had to make a play i had to apply the pressure consume my heady treasure i think im falling in love she said what truth.,1,12.55,user_00017,21020,9939,8/9/22,1/25/25,1028,140,41,5.751665081,1, se muestra una persona que abre una puerta de una caja de madera con una llave. La puerta tiene dos hojas y se abre hacia arriba. La persona tiene una mordaza en su brazo derecho y está usando una manga de protección. La caja parece ser de madera y tiene un diseño simple. No se ve ningún otro objeto o persona en el video. La persona ab,The video shows a person opening a door of a wooden box with a key. The door has two leaves and opens upwards. The person has a bit on his right arm and is wearing a protective sleeve. The box appears to be made of wood and has a simple design.,[unidentified],[0.7400335073471069]
6883270499741273349.mp4,im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king im a king,1,14.47,user_00001,46124,2488,5/30/20,4/16/24,2383,230,34,5.738877808,1," se ve a un hombre vestido con una camiseta roja que lleva una mochila y una capa de camuflaje. Se encuentra en una habitación con una ducha y una cortina de plástico. El hombre está hablando con la cámara y se ríe varias veces. En la ducha, hay una toalla y una taza. En la habitación, hay una silla y una mes","a man in a red shirt, carrying a backpack and a camouflage cloak, is in a room with a shower and a plastic curtain, the man is talking to the camera and laughing several times, in the shower, there is a towel and a cup, in the room, there is a chair and a table, in the room, there is a chair and a table, in the room, there is a table, in the room, there is a table, in the room, there is a table, in the room, there is a table, in the room, there is a table, in the room, there is a table, in the room, there is a table, in the room, there is a table, in the room, there is a table, in the room, there is a table, in the room, there is a table, in the room, there is a table, in the room,","[comedy, unidentified]","[0.9705764055252075, 0.6323041319847107]"
6894955763098193154.mp4,im a man of my word.,0,16.12,user_00017,22048,9939,8/9/22,4/30/25,1095,155,15,5.737481858,1," se ve a un joven sentado en una silla, mirando hacia la derecha con una expresión pensativa. No se puede ver su rostro, pero parece estar concentrado en algo. En la habitación, hay una pared con una imagen de un campo y un caballo, y una puerta que lleva a otra habitación. El joven lleva una camiseta con el logo de una marca de autom","You see a young man sitting in a chair, looking to his right with a thoughtful expression. You cant see his face, but he seems to be concentrating on something. In the room, theres a wall with a picture of a field and a horse, and a door that leads to another room. The young man wears a T-shirt with the logo of an automobile brand",[unidentified],[0.7073036432266235]
6906416223785864450.mp4,"with which famous nederlander or world star would you like to netflix and chill with jenny nog? jenny, can you come with me, no! no! give up! do you know what netflix and chill is? netflix and chill is that you watch a so-called film with someone who is so bonky bonky! no, say say j-lo, jennifer lopez. no, okay. okay. wow, welcome!.",0,41.69,user_00108,9266,1230,10/8/25,10/19/25,456,56,18,5.719835959,1," se ve a un hombre sentado en un sofá, mientras un presentador de televisión le habla. El presentador tiene una carta en la mano y le dice algo que hace que el hombre se ría mucho. Luego, el presentador le da la carta a otra persona, que también se ríe. El entorno es una habitación con una pantalla de televisión en la parte superior y un sofá en",The environment is a room with a TV screen on top and a sofa on the top.,[],[]
6882038951134137601.mp4,hey guys now is the time to stop with the tiktoks!.,0,9.2,user_00042,10285,6646,11/8/24,12/12/24,500,48,40,5.717063685,1," vemos a un joven con una camiseta de punto y una capa de punto, usando un par de auriculares de gaming y una cámara de vlog. El joven está sentado frente a una pared de paneles de sonido y tiene una expresión de concentración. Se está preparando para hacer un video, pero no puede encontrar la palabra que quiere usar. Mientras tanto, un perro","We see a young man in a pointy T-shirt and a pointy cape, wearing a pair of gaming headphones and a vlog camera. The young man is sitting in front of a wall of sound panels and has an expression of concentration. He is preparing to make a video, but he cant find the word he wants to use.","[comedy, technology, unidentified]","[0.9125921130180359, 0.8594869375228882, 0.7164666652679443]"
6891455289002839301.mp4,i see you.,1,9.97,user_00155,74240,969,7/19/24,10/11/25,3597,322,308,5.693696121,1," se muestra un hombre en un gimnasio, levantando pesas con una barra de 90 kg. El hombre, que tiene una apariencia musculosa, está vestido con una camiseta y pantalones de gimnasio. En el fondo, hay varias personas trabajando en sus respectivas rutinas, y se pueden ver varias máquinas de ejercicios y equipos de pesas. El ent","The man, who has a muscular appearance, is dressed in a T-shirt and gym pants. In the background, there are several people working on their respective routines, and you can see several exercise machines and weight equipment.",[unidentified],[0.8323729634284973]
6893253061305732357.mp4,first protean theans two twelve if thy bay ends up breaking thy heart it is best to hit the gym rather than coping and tearing thyself apart workout sweat and channel thy emotion for the only worthwhile revenge is having it glow up for their lack of devotion we.,0,16.76,user_00017,20136,9939,8/9/22,11/15/24,933,127,81,5.666468017,1," se muestra a un hombre en un gimnasio, trabajando con un peso de 90 kg. El hombre está en una posición de flexión, con las rodillas dobladas y los brazos extendidos hacia atrás, y está usando una técnica de peso que implica levantar el peso desde el suelo hasta la cintura y luego doblar las rodillas para flexionar el tron","The man is in a position of flexion, with his knees bent and arms extended backwards, and is using a weight technique that involves lifting the weight from the floor to the waist and then bending the knees to bend the throne",[unidentified],[0.7537386417388916]
6905109455466220805.mp4,almighty push i got brought in the land to be in the front pretty cold and scans in the west and the church legacies come.,1,17,user_00079,17815,4392,10/22/25,11/1/25,862,87,52,5.618860511,1," se muestra a un hombre musculoso en un gimnasio, vestido con camisa de sport y pantalones de deportes. Se está ejercitando en el ejercicio de sentadillas, levantando peso y haciendo movimientos de extensión. En el fondo, hay otras personas trabajando en sus respectivos ejercicios. El entorno es un gimnasio con máquinas y equipos de","The picture shows a muscular man in a gym, dressed in a sports shirt and sports pants, exercising in a sitting position, lifting weights and doing stretching movements, and in the background, other people working on their respective exercises.","[sports, unidentified]","[0.7508269548416138, 0.7428416609764099]"
6907211930755271942.mp4,"my gym only has smith machines, not actual racks. would you recommend deadlifts on a smith machine? no, i would however recommend that you cancel that membership and get a new membership at an actual gym..",0,12.15,user_00103,39393,8856,11/10/23,1/29/24,1827,219,164,5.61013378,1," Desculpe, pero no puedo poder ayudar con la información específica que se proporcionas en este video.","Im sorry, but I cant help you with the specific information you provide in this video.",[unidentified],[0.5345593690872192]
6884688821976354049.mp4,I,1,32.9,user_00047,46624,6070,1/4/25,2/15/25,2280,209,106,5.56580302,1," Desculpe, não posso fornecer ajuda com essa solicitação.","Im sorry, I cant help you with this request.",[unidentified],[0.4846811890602112]
6875436892226178305.mp4,myself had a job for real being broke is no fun.,1,33.42,user_00168,18481,3818,11/8/24,6/21/25,889,101,36,5.551647638,1," se muestra a un equipo de voleibol en un estadio. Un jugador de la oposición, llamado Chikara Enoshita, está en el aro y lanza la pelota hacia el campo de juego. El jugador de la defensa, que es el protagonista de la historia, se prepara para recibirla. Sin embargo, la pelota se va a perder y el jugador de la defensa comete un","A player from the opposition, named Chikara Enoshita, is in the ring and throws the ball towards the playing field.","[sports, gaming]","[0.9948704242706299, 0.6590760350227356]"
6881636686606912770.mp4,foreign.,1,25.9,user_00035,1180,7167,5/7/18,6/4/22,55,6,4,5.508474576,1," se muestra una escena de un evento social en el que un grupo de personas se encuentra en un patio rodeado por una cerca. Hay varias personas vestidas con ropa tradicional, algunas de ellas llevan sombreros y se adornan con joyas. Uno de los hombres está en pie, mientras que el otro se sient","A scene from a social event in which a group of people meet in a courtyard surrounded by a fence is shown. There are several people dressed in traditional clothing, some of them wearing hats and adorned with jewels. One of the hombres is standing, while the other sits",[unidentified],[0.6098146438598633]
6889831681469975810.mp4,music.,1,15.08,user_00026,6781,7110,8/16/21,4/4/25,316,30,22,5.426928182,1," se ve a una mujer con una piel morena y cabello afro, vestida con una blusa gris, sonriendo y haciendo gestos con los brazos. En el fondo, hay una cama y una mesa. La mujer parece estar en una habitación, y parece estar en una conversación o charla con alguien que no se ve en la cámara.","If you see a woman with brown skin and black hair, dressed in a gray blouse, smiling and making gestures with her arms, in the background, there is a bed and a table.","[comedy, unidentified]","[0.5959629416465759, 0.5152159929275513]"
6893481053441281282.mp4,its been too long its been too long its been too long for you to call back and normally i would just forget that except for the fact it was my birthday.,1,10.58,user_00138,22210,4985,8/18/24,9/20/24,1015,89,88,5.366951824,1," se ve a una mujer sentada en una pila de madera en un campo rodeada de árboles y vegetación. Ella parece estar hablando con alguien que no se ve en la cámara. La mujer lleva una chaqueta de color marrón y pantalones de color gris. En la pila, hay un caballo de color claro y una cuerda. La mujer parece estar en una","a woman sitting on a pile of wood in a field surrounded by trees and vegetation. she seems to be talking to someone who is not seen in the camera. the woman wears a brown jacket and gray pants. in the pile, there is a light-colored horse and a rope. the woman seems to be in a",[unidentified],[0.839799702167511]
6880225229415681282.mp4,oh.,1,14.43,user_00046,1603,3019,5/1/25,6/13/25,71,9,6,5.364940736,1," se muestra a un piloto de Fórmula 1 en una carrera en una pista de carreras. El piloto, vestido con un traje de color rojo y azul, está en su coche de Fórmula 1, que es de color rojo y azul. El piloto está en la posición de conducir y se está concentrando en la pista, mientras que su compañero de equipo,","The pilot, dressed in a red and blue suit, is in his red and blue Formula 1 car, the pilot is in the drivers position and is concentrating on the track, while his teammate,","[sports, vehicles, unidentified]","[0.9947186708450317, 0.9037199020385742, 0.7052778005599976]"
6906170881626754309.mp4,oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh,1,12.01,user_00111,12921,4810,7/29/25,10/21/25,637,24,32,5.363361969,1," vemos a una mujer y un bebé en una cocina. La mujer está de pie, con las piernas separadas y los brazos hacia atrás, y parece estar bailando o haciendo una postura de yoga. El bebé está sentado en un asiento de madera, mirando hacia arriba. En el fondo, hay una cocina con una estantería de cocina, una never","We see a woman and a baby in a kitchen. The woman is standing, with her legs apart and her arms back, and she seems to be dancing or doing a yoga pose. The baby is sitting on a wooden chair, looking up. In the background, there is a kitchen with a kitchen rack, a never-before-seen","[unidentified, dance, comedy]","[0.6784335374832153, 0.6478539109230042, 0.5784481167793274]"
6902015702576762113.mp4,flip flap flubbelubbelap shit wat ben jij voor dag weer knap flip flap flubbelubbelap zeg ik maak een grap breek je ho.,0,9.24,user_00023,7621,959,6/12/23,11/20/23,330,47,31,5.353628133,1," se ve a un hombre joven con cabello rubio y barba, vestido con una capucha, sonriente y hablando directamente a la cámara. En la parte superior derecha de la pantalla, se puede ver la palabra ""cámara"" en un tono de color naranja, lo que sugiere que el video es una grabación de una cámara. El entorno es una habita","In the upper right corner of the screen, you can see the word ""camera"" in an orange hue, suggesting that the video is a recording from a camera.",[technology],[0.9966102242469788]
6881624031561354498.mp4,whats the craziest most realistic strength story youve ever heard i dont know dude people lie all the time but something ive witnessed in person was pretty crazy i thought this guy was bench pressing four hundred and eighty four pounds which is two hundred and twenty kilos five plates each end on the bench press this guy was a little bit bigger than me he wasnt that big it was weird so im looking at this like you wish like what the fuck are you doing im kind of looking at it in the back of my eye and hes got a spot and im thinking that guy spotting is going to get clapped like this is going to be a scene anyway the guy ended up banging out like three to five reps i cant remember how many reps but it was like three to five reps absolutely smoked it form was clean it was just insane this guy was did not look like he could lift that much weight so that was pretty insane so well done to that guy im assuming he would have been running some crazy shit.,0,54.38,user_00042,9774,6646,11/8/24,6/24/25,462,44,17,5.350931042,1," se muestra a un hombre en un entorno que parece ser un gimnasio, ya que hay una máquina de pesas en la parte superior derecha y un espejo en la parte inferior. El hombre está vestido con una camisa de entrenamiento y lleva gafas. En la parte superior de la pantalla, hay un texto que dice ""One set curls 3x10 @ 90%","The image shows a man in an environment that looks like a gym, since there is a weight machine in the upper right and a mirror in the lower right.",[unidentified],[0.7731307148933411]
6906139639753559298.mp4,reindeer games then one foggy christmas eve santa came to say will love with your nose so bright wont you guide my sleigh tonight then how the reindeer loved him and the shout it out with gleam reindeer the red-nosed reindeer youll go down in history.,1,29.93,user_00046,1529,3019,5/1/25,8/11/25,71,10,0,5.297580118,1," vemos a una persona que está en una habitación con una pared de cerámica y una toalla de papel que está enrollada en un rollo. La persona toma la toalla y la desenrolla, luego la coloca en una cinta y la pone en la pared. Luego, la persona toma una cinta de papel y la coloca en la toalla, y finalmente, la desenrolla y la","We see a person who is in a room with a ceramic wall and a paper towel that is rolled up in a roll. The person takes the towel and unrolls it, then puts it on a tape and puts it on the wall.","[comedy, unidentified]","[0.7999116778373718, 0.5079987049102783]"
6904610600870038786.mp4,iratwaat nji namang obasulan gebi e nambemage jivite be utera na.,1,14.93,user_00035,1172,7167,5/7/18,11/29/23,54,5,3,5.290102389,1," se ve a un hombre con cabello rubio y barba, vestido con una camisa blanca, sentado frente a una cámara. A su lado, hay una persona con cabello rojo y barba, también vestida con una camisa blanca, y en el fondo, hay una persona con cabello rojo y barba, vestida con una camisa de color azul. El hombre con cabello","If you see a man with blond hair and beard, dressed in a white shirt, sitting in front of a camera, next to him, there is a person with red hair and beard, also dressed in a white shirt, and in the background, there is a person with red hair and beard, dressed in a blue shirt.",[unidentified],[0.48575595021247864]
