video_name,transcription,is_song,duration_sec,author_id,followers,following,account_creation,video_creation,likes,comments,shares,engagement_rate,viral,descripcion,categories,categories_probs,,,,,,,,,,,,,
6899727630472383746.mp4,i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i am sorry sorry i,0,54.87,user_00027,4222,9024,1/23/18,11/15/20,66,2,1,1.6342965419232591,0,"a man in a street surrounded by trees and buildings. the man is wearing a mascara and seems to be talking to someone at the door of a house. later, a man in a street with a motorcycle and a man at a door of a house. the man in the door of the house also uses a mascara.","['comedy', 'unidentified']","[0.8491598963737488, 0.7986583113670349]",,,,,,,,,,,,,
6903867852672077057.mp4,"The content of the input audio is 'oh the leaves are brown, leaves are brown, and the sky is gray oh the leaves are brown i think of a wall, the leaves are brown'.",1,15.07,user_00148,67131,6324,3/30/18,7/7/24,326,13,18,0.5317960405773785,0,"The first thing you see is a Muslim woman in a black robe and a red veil, smiling and talking.",[],[],,,,,,,,,,,,,
6903190549960920321.mp4,this... show your... excellence... verdammt... hey... oh... now... now... pooh pooh... so-so... verdammt... yeah...'.,0,25.57,user_00189,13460,1059,1/1/17,9/27/18,209,11,19,1.775631500742942,0,"You see a group of people, who seem to be friends, gathered in a room. One of the people, an elderly woman, is opening a package and showing something inside. The others are watching her with interest. The woman seems to be very excited and laughing while talking with the others. The others also seem to be laughing and having fun.","['comedy', 'unidentified']","[0.8711463212966919, 0.6991516947746277]",,,,,,,,,,,,,
6907228749016714497.mp4,i'm a man of my word'.,1,15.1,user_00125,91386,369,11/11/24,4/3/25,1729,126,50,2.084564375287244,0,"A young woman with a smile, a three-color shirt and a gray jacket is in a room with a back door and a window on the right, the woman laughs and makes gestures of surprise, and in one scene, she sees a man at the door of the house.","['comedy', 'unidentified']","[0.9325762391090393, 0.8098781704902649]",,,,,,,,,,,,,
6888722307603336453.mp4,no the shirt does not make it easier to bench the shirt makes it harder to bench anybody can lift raw you take the bar out you lower you press it back up i bench raw all the time you now have this piece of equipment that's made of polyester that does not stretch i can't take it and actually stretch it it doesn't stretch the only way it can make it work is through extreme loads and extreme pressure on the body to contort the material over my body to get a weight down and back up so no it does not make it easier to bench so you can see back here this isn't really a tan line this is all scar tissue from the shirt grabbing my skin ripping my skin apart so it's very painful on top of difficult to use so we're going to try and get a fresh video where i've got all my skin and hanging off in blood from this coming weekend to show you guys'.,0,55.46,user_00110,180257,2436,1/1/17,9/26/24,6716,703,531,4.410369638904453,1,"The man appears to be in a room, and is asked if there is anything he would like to say. Then a series of images of people and objects appears to be related to the theme of the",['unidentified'],[0.5509093999862671],,,,,,,,,,,,,
6884400510699343109.mp4,the'.,1,12.03,user_00159,1425,6501,2/22/25,9/11/25,26,3,0,2.0350877192982457,0,"We see a young and attractive woman in a sports environment, probably a tennis court or a training hall. She is dressed in a tennis shirt and shorts, and carries a tennis ball in her right hand. The woman smiles and seems to be in a defensive position, as if she was prepared to receive a blow","['sports', 'unidentified']","[0.9991927146911621, 0.8455602526664734]",,,,,,,,,,,,,
6876645435625262338.mp4,i've been doing good baby i've been doing great money in my pockets got me walking with a cane they was talking down throwing dirt on my name now i come through stunning they don't even look my way if you catch a glimpse you might blind yourself'.,0,15.02,user_00090,24745,7278,1/1/17,1/3/19,515,20,43,2.335825419276621,0,"If you see a smiling woman in a black T-shirt, she seems to be talking or commenting on something. In the bottom of the screen, there is a person in a white T-shirt and a cape, who seems to be looking up. The smiling woman moves slightly to the right and up, and then to the left and down",['unidentified'],[0.45963698625564575],,,,,,,,,,,,,
6890189236130073857.mp4,oh dear that's max verstappen as you can see right rear there is is not good on the car out of falberd oh no look it's the red bull of max verstappen that's out and into the gravel and he's lost power and he's desperately trying to get power back into that red bull'.,1,22.73,user_00003,14619,7556,2/4/24,11/8/25,175,21,3,1.3612422190300293,0,"The driver, dressed in a red shirt and a hood, is in the driving position and is preparing to leave the grid.","['sports', 'unidentified', 'vehicles']","[0.9926967620849609, 0.746554970741272, 0.523967444896698]",,,,,,,,,,,,,
6905763366166367489.mp4,they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to be crack they trying to,1,15.05,user_00132,87184,3456,1/31/24,2/2/24,1949,159,175,2.618599743072123,0,"We see a young woman with long blonde hair, dressed in an oriental shirt and mezclilla pants, posing in front of a camera.",['unidentified'],[0.4677914083003998],,,,,,,,,,,,,
6905755896115236098.mp4,naar neer de laatste keer dat ik in een sportsgel been was denk jaar of zes jaar geleden maar toen liep ik de verkeerde gebouw in als je goed achteren dan dank je wel'.,0,12.3,user_00118,5999,1705,2/22/24,8/22/24,243,22,12,4.6174362393732284,1,"We see a young woman cooking in a kitchen. She is using a cauldron and a spoon to prepare something in a pot. Meanwhile, a young man is sitting at the table, eating something and drinking water. The kitchen is well lit and there are various utensils and food on the table. The woman seems to be sitting at the table.",['unidentified'],[0.7043126821517944],,,,,,,,,,,,,
6896962911969758466.mp4,i'.,1,14.87,user_00177,28205,4899,7/20/25,10/12/25,939,48,11,3.5383797199078177,0,"We see a young woman on a beach field, who seems to be playing with a ball. She is wearing a striped T-shirt and strap pants, and seems to be concentrating on the game. The ball is red and is on the ground, and seems to be in motion. The young woman is wearing a sandal and seems to be in a position of","['sports', 'gaming', 'unidentified']","[0.9806178212165833, 0.9107837677001953, 0.6848966479301453]",,,,,,,,,,,,,
6875378565614013697.mp4,zani boss was out driving by college girls coming to get head in my ride'.,1,7.5,user_00138,21435,4985,8/18/24,8/17/25,836,34,39,4.240727782,1,"We see a man in a bedroom, lying in a bed with a green blanket. The man is dressed in a T-shirt and gym pants. He is in a relaxed position, with one hand on his chest and the other on his hair. In the room, there is also a chair and a table. In the back",['unidentified'],[0.6817798018455505],,,,,,,,,,,,,
6906503615284808961.mp4,the'.,1,10.54,user_00198,53902,334,8/19/21,9/25/21,610,85,27,1.3394679232681534,0,"We see a Muslim woman in a black cape and a brown dress, smiling and with an expression of happiness. She is in a room with a closed door and a window behind her. There is an open drawer on the left side of the room and a closet on the right side. The woman is talking to someone",['unidentified'],[0.42114999890327454],,,,,,,,,,,,,
6896449137420619009.mp4,deze zijn drie tips hoe je het snel speer en kwijkt.'.,0,8.87,user_00144,30164,1906,3/24/23,10/25/23,215,32,14,0.8652698581090041,0,"We see a man sitting in a chair, looking towards the camera with an expression of confusion or surprise. There are no other people on the scene. The environment seems to be a room, possibly an office or a workspace, since there is a table and a chair in the back. The man is using a computer, but does not seem to be interacting with","['unidentified', 'technology']","[0.8346765637397766, 0.4407851994037628]",,,,,,,,,,,,,
6904271117783928065.mp4,oh no oh no oh no no no no no no'.,1,9.37,user_00135,27566,8731,7/29/22,3/2/23,666,84,23,2.804179061162301,0,"We see a character from Spider-Man, a fictional superhero, in a position of balance in a square in front of a building's facade.",[],[],,,,,,,,,,,,,
6900076260693724417.mp4,music'.,1,9.5,user_00092,22689,4256,12/9/24,2/1/25,150,22,12,0.8109656661818503,0,"We see a man in a park, wearing a red T-shirt and Nike sports pants, in a defensive position, with an expression of concentration and determination on his face, moving to the left and then to the right, in a defensive posture that seems to be prepared to face an op.",['unidentified'],[0.7109795808792114],,,,,,,,,,,,,
6902724999757532418.mp4,the music is an electro track with a strong bass and a very simple beat. it's perfect for a video game'.,1,15.05,user_00131,130058,8817,4/26/17,3/16/18,1984,209,131,1.786895077580772,0,"The man is on the ground, and the dog is in a high structure, as if he were jumping or flying. The man seems to be trying to catch the dog, which is in the air. The environment is a garden with a wooden structure and a fence at the bottom.","['pets', 'comedy', 'unidentified']","[0.9459012746810913, 0.7462314367294312, 0.6136707067489624]",,,,,,,,,,,,,
6876422232772578561.mp4,please don't be ugly please don't be ugly please please oh my god'.,0,10.47,user_00115,21826,3950,9/18/25,11/10/25,447,49,35,2.4328782186383213,0,"The image shows a garden with a series of trees and well-kept hedges, as well as a swimming pool with inflatable animals. A person is seen sitting on a chair, possibly enjoying the environment.","['unidentified', 'beauty']","[0.8030965924263, 0.6641047596931458]",,,,,,,,,,,,,
6903061991225691394.mp4,i'm going to go to the next one'.,0,20.23,user_00141,5356,7886,5/24/21,9/7/23,190,23,15,4.256908140403286,1,"We see a woman sitting on the floor in front of a mural that represents a group of animals, which appear to be dogs. The woman is painting the mural with a palette of paint, and seems to be working with dedication and attention.",['unidentified'],[0.6143940091133118],,,,,,,,,,,,,
6905010590108978437.mp4,ainda me falaram que eu não combino com qualquer cor de cabelo'.,1,13.25,user_00168,18224,3818,11/8/24,6/28/25,633,68,29,4.005706760316067,0,"We see a woman smiling and radiant in a room with a wooden wall and a window with a wool curtain. She wears a blue blouse and has a red ribbon in her hair. In the room, there is a bed and a table with a lit candle. The smiling woman makes a face for the camera","['beauty', 'unidentified']","[0.9201462864875793, 0.6244080066680908]",,,,,,,,,,,,,
6906249909863779585.mp4,yes'.,1,17.97,user_00060,584,8965,8/27/22,11/21/23,25,2,0,4.623287671232877,1,"The scene shows a male character with an expression of concern and anxiety. He is seen crying and has a serious and concerned look on his face. He is seen with a beard and dark hair. In the scene, there is a female person sitting on a chair, but you can not see her face. The male character approaches",['unidentified'],[0.7304341197013855],,,,,,,,,,,,,
6884946806833188097.mp4,all right'.,1,14,user_00051,3343,1028,7/27/19,9/24/25,142,8,3,4.576727490278193,1,"If you see a young man with a protective mask and a handkerchief in his mouth, holding an electronic device, if you are communicating with someone via a chat interface, you appear to be in a room with a bed and a window in the back.","['technology', 'unidentified', 'comedy']","[0.9012274146080017, 0.5776442885398865, 0.4286220073699951]",,,,,,,,,,,,,
6889539392105352450.mp4,i ain't never seen two pretty best friends'.,0,13.01,user_00150,50594,5304,10/17/20,11/26/23,1263,95,17,2.717713562873068,0,"The person, who appears to be a programmer, is working on a code and stops to talk to the AI. The AI asks him if he wants the program to stop and the person accepts. Then the AI asks him to type a number and","['technology', 'comedy', 'unidentified', 'beauty']","[0.9984632730484009, 0.7178038358688354, 0.5706005096435547, 0.3804711699485779]",,,,,,,,,,,,,
6884935459110178049.mp4,foreign'.,1,13.17,user_00169,38151,8123,1/20/24,5/24/24,769,61,67,2.3511834552174258,0,"A young man is sitting in a chair, with a serious and thoughtful expression. He wears a white T-shirt and is wearing a pair of headphones. In the room, there is another person, who seems to be in a conversation with him, but you can't see his face.",['unidentified'],[0.8663588166236877],,,,,,,,,,,,,
6892201986381335810.mp4,so recently i've had some people reach out to ask me for my bicep workout and i'm not gonna lie to you bicep development is kind of always come easily to me i guess it just kind of has some favorable insertions and the shape's kind of always been there for me so i'm not gonna say that the way that i train my biceps is the reason that they look like they do however i can still provide some tips to help facilitate your bicep development so for starters you can actually isolate a specific area of a single muscle but you can emphasize specific areas of a muscle with that being said to emphasize the inside of the bicep or that area here which will help with the appearance of like a front double bicep for example doing curls with your upper arm either out in front of you will isolate that as well as even more so doing curls with your upper arm up by your head these are just some examples of some exercises that i've been doing as of late to accomplish that alternatively you can use cables or anything that's really applying resistance while your upper arm is in a raised position like this'.,0,52.87,user_00168,17730,3818,11/8/24,9/1/25,713,98,28,4.732092499,1,"The man, with a well-trimmed beard, is sitting on a bench and talking to the camera. Later, he gets up and starts doing exercises in the gym, including lifting weights and doing squats.","['unidentified', 'technology', 'comedy']","[0.8312800526618958, 0.6333252191543579, 0.551030158996582]",,,,,,,,,,,,,
6906571896683285761.mp4,we'll never get free live to this slaughter what you gonna do when there's blood in the water when there's blood in the water'.,1,14.88,user_00070,3835,8877,7/2/25,10/28/25,162,19,13,5.058670143415906,1,"I'm sorry, but I can't help with the description of video content as I don't have access to the visual information.","['technology', 'unidentified']","[0.9087799191474915, 0.7247728705406189]",,,,,,,,,,,,,
6877411003160694017.mp4,"the palanayathu kottanakathirima. the tourist is a child who has no money. he has to pay a fee to the kamara to get the money. oh, kamara is a child.'.",0,14.07,user_00000,8477,9652,1/1/17,3/9/20,86,5,6,1.1442727379969329,0,"A person on a motorcycle is on a road with several people and vehicles on the road. The person on the motorcycle is using a camera to record the video and sees himself through his own mirror. On the road, there is a bus and a vehicle that looks like a jeep. The person on the motorcycle stops to take a photo or record","['technology', 'vehicles', 'unidentified', 'comedy']","[0.754191517829895, 0.6397923827171326, 0.5487188100814819, 0.4034493565559387]",,,,,,,,,,,,,
6879756807481363714.mp4,"oh my god, that's'.",0,8.5,user_00061,6332,4480,9/11/20,12/18/22,35,3,3,0.6475047378395451,0,"It shows a man and a woman sitting at a table, playing a game of cards. The man stands up and gives the card to the woman, who takes it and puts it in the center of the table. Then, the man takes the card that was in the center and puts it in its place. The woman seems to be concentrated on the game, while the man smiled","['gaming', 'comedy', 'unidentified']","[0.98497074842453, 0.786786675453186, 0.6719551682472229]",,,,,,,,,,,,,
6887590237191572738.mp4,the'.,1,21.7,user_00155,73111,969,7/19/24,8/5/25,3336,317,109,5.145600525228762,1,"I'm sorry, I can't help you with this request.",['unidentified'],[0.4846811890602112],,,,,,,,,,,,,
6876130849683770625.mp4,yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah,1,17.14,user_00057,73791,1904,6/27/18,8/9/24,2159,182,163,3.393367754875256,0,"A person on a bicycle is seen in a street surrounded by trees and buildings. The person appears to be in motion, probably walking around the area. In the surrounding area, you can see trees and buildings, and there is a path that looks like a street. You can't see specific people or objects in the image, but you can infer","['unidentified', 'vehicles']","[0.8494099378585815, 0.4942476749420166]",,,,,,,,,,,,,
6903552918159379713.mp4,"maartje, zeg eens ja, ja, ja, ja. ja, ja, ja, ja, ja. ben je een koe? nee. zeg nog eens ja, ja, ja, ja, ja. is er een verschilte tussen jou en een koe? nee.'.",0,15.47,user_00188,19571,9277,8/24/25,11/6/25,838,36,58,4.762148076235246,1,"The young woman is seen smiling and smiling sitting on a bed, with an expression of happiness and contentment. She is surrounded by a series of objects that seem to be part of her home, such as a pillow and a pile of clothes.",['unidentified'],[0.7481223940849304],,,,,,,,,,,,,
6901195423273291009.mp4,i want to ruin our friendship'.,1,11.58,user_00051,3253,1028,7/27/19,9/17/19,132,12,12,4.795573316938211,1,"We see a young woman with long blonde hair, dressed in a formal suit and a white shirt, talking in front of the camera.","['unidentified', 'beauty']","[0.5172251462936401, 0.3652302026748657]",,,,,,,,,,,,,
6879933206460648706.mp4,so since you won't see my face this is my face how are you hope you're having an amazing day'.,0,9.01,user_00030,3491,3648,2/8/19,6/3/21,60,2,1,1.8046405041535376,0,"The young man stops and smiles at the camera, then continues to speak. On the computer screen, he sees an image of a person.","['technology', 'unidentified']","[0.8830848336219788, 0.7827455401420593]",,,,,,,,,,,,,
6893741937132604673.mp4,i'm so down'.,1,14.97,user_00085,48173,2372,12/17/24,6/24/25,575,58,23,1.3617586614908763,0,"In the room, there is a table with a lamp and a glass, and in the upper right of the screen, there is a window with a curtain.",['unidentified'],[0.4303269386291504],,,,,,,,,,,,,
6884981528430988546.mp4,o que se foda os faladões nós tá passando o boladão trajado de tommy a catedral quadrada tô aqui da bova teu carro porta-malas a compa chegou de se'.,1,13.12,user_00088,9183,3561,1/1/17,8/14/25,287,12,15,3.419361864314494,0,"The young man sitting makes a gesture with his fingers and smiles, while the young man standing makes a gesture with his fingers and smiles too.","['unidentified', 'comedy']","[0.6894624829292297, 0.5497161746025085]",,,,,,,,,,,,,
6878282456382835973.mp4,overall the speed on this was good and i'll never take a pr away from somebody my only concern is she's using a lot of her back though i don't see too much lumbar rounding i ran into the same issue when i first started conventional my lockout was my sticking point so she needs to use more legs and she'll be good'.,0,12.43,user_00131,123835,8817,4/26/17,2/22/18,1907,244,162,1.8678079702830377,0,"I'm sorry, I can't help you with this request.",['unidentified'],[0.4846811890602112],,,,,,,,,,,,,
6887596160656215298.mp4,the'.,1,15.08,user_00127,7333,7869,7/2/23,2/27/24,102,9,2,1.5409791354152462,0,"We see a young man sitting in front of a camera, with a concern expression on his face. it is a young man of Asian origin, dressed in a sweater and with a hood on his head. in his right hand, he holds a microphone, and it seems to be in a studio or office environment since there is a work table with a","['unidentified', 'technology']","[0.8041753768920898, 0.4987831115722656]",,,,,,,,,,,,,
6904651986059218178.mp4,i believe i can fly i believe i can touch the sky'.,1,8.8,user_00014,6118,1941,7/21/23,9/14/23,182,16,7,3.3507682249101016,0,"The woman is playing with a cat toy and throws it towards the ceiling, then the toy falls and the woman picks it up, the man, who seems to be playing with a ball, realizes that the ball has been thrown and picks it up too, the room seems to be a blank space","['pets', 'comedy', 'unidentified']","[0.8967949748039246, 0.8884688019752502, 0.881716787815094]",,,,,,,,,,,,,
